timestamp,open,high,low,close,volume
1762214400000,3602.02,3602.86,3598.15,3598.16,177.19
1762214460000,3598.16,3598.48,3596.35,3596.41,190.61
1762214520000,3596.41,3597.41,3595.01,3595.68,149.48
1762214580000,3595.68,3597.57,3595.68,3595.82,72.82
1762214640000,3595.82,3598.52,3595.68,3595.68,145.24
1762214700000,3595.68,3598.5,3592.0,3594.32,398.12
1762214760000,3594.32,3597.08,3594.31,3596.15,137.62
1762214820000,3596.15,3603.04,3595.66,3602.37,448.36
1762214880000,3602.37,3602.37,3598.9,3598.9,208.06
1762214940000,3598.9,3598.9,3597.0,3597.8,63.77
1762215000000,3597.8,3599.47,3594.63,3596.52,139.04
1762215060000,3596.52,3599.06,3596.52,3599.06,122.58
1762215120000,3599.06,3599.06,3592.86,3597.1,1145.99
1762215180000,3597.1,3598.76,3596.82,3598.76,162.48
1762215240000,3598.76,3599.2,3594.61,3595.03,79.78
1762215300000,3595.03,3598.64,3594.25,3596.61,415.74
1762215360000,3596.61,3596.62,3592.14,3593.57,781.11
1762215420000,3593.57,3596.38,3591.72,3596.38,357.7
1762215480000,3596.38,3601.64,3596.38,3597.56,649.51
1762215540000,3597.56,3598.07,3593.06,3594.8,196.74
1762215600000,3594.8,3596.0,3592.27,3593.0,237.84
1762215660000,3593.0,3593.04,3585.33,3586.81,3190.05
1762215720000,3586.81,3586.95,3583.12,3583.12,1017.53
1762215780000,3583.12,3585.26,3578.14,3578.55,3390.93
1762215840000,3578.55,3579.98,3577.11,3578.0,711.69
1762215900000,3578.0,3578.59,3576.51,3577.98,335.25
1762215960000,3577.98,3578.96,3574.64,3574.64,387.99
1762216020000,3574.64,3574.65,3568.54,3568.54,4073.96
1762216080000,3568.54,3572.44,3568.54,3571.61,765.67
1762216140000,3571.61,3571.61,3565.43,3566.07,690.83
1762216200000,3566.07,3577.43,3566.07,3575.85,1215.0
1762216260000,3575.85,3584.39,3575.31,3578.99,1432.28
1762216320000,3578.99,3581.08,3576.21,3580.74,334.92
1762216380000,3580.74,3594.05,3580.74,3592.7,7902.58
1762216440000,3592.7,3598.0,3592.0,3593.32,788.26
1762216500000,3593.32,3596.41,3593.32,3596.0,238.75
1762216560000,3596.0,3622.5,3596.0,3616.93,7643.78
1762216620000,3616.93,3616.93,3610.38,3610.38,1764.26
1762216680000,3610.38,3625.16,3609.75,3623.83,5246.63
1762216740000,3623.83,3629.52,3619.04,3626.42,4226.23
1762216800000,3626.42,3634.3,3625.92,3628.11,2069.05
1762216860000,3628.11,3628.11,3623.02,3624.05,605.34
1762216920000,3624.05,3629.2,3623.54,3628.3,500.27
1762216980000,3628.3,3630.26,3625.62,3627.7,3465.82
1762217040000,3627.7,3629.41,3626.6,3626.91,242.74
1762217100000,3626.91,3627.26,3620.88,3625.01,782.75
1762217160000,3625.01,3629.32,3625.0,3626.63,435.53
1762217220000,3626.63,3628.11,3625.4,3626.03,313.9
1762217280000,3626.03,3628.61,3624.7,3625.11,284.82
1762217340000,3625.11,3628.99,3624.24,3627.99,313.78
1762217400000,3627.99,3628.0,3617.45,3617.69,469.78
1762217460000,3617.69,3622.86,3616.56,3620.35,570.27
1762217520000,3620.35,3622.51,3619.81,3619.96,113.61
1762217580000,3619.96,3622.81,3619.44,3621.95,191.75
1762217640000,3621.95,3623.99,3617.56,3617.65,134.25
1762217700000,3617.65,3617.65,3608.41,3608.96,2750.3
1762217760000,3608.96,3609.55,3607.18,3609.13,492.28
1762217820000,3609.13,3614.68,3609.13,3614.68,316.44
1762217880000,3614.68,3614.68,3612.14,3612.61,85.49
1762217940000,3612.61,3616.7,3612.61,3616.17,57.75
1762218000000,3616.17,3617.89,3616.0,3616.0,252.86
1762218060000,3616.0,3619.93,3615.43,3619.01,354.31
1762218120000,3619.01,3619.01,3615.72,3616.19,268.14
1762218180000,3616.19,3618.85,3613.68,3613.68,247.05
1762218240000,3613.68,3613.68,3608.36,3609.05,1019.45
1762218300000,3609.05,3609.05,3604.88,3607.3,624.55
1762218360000,3607.3,3617.88,3607.3,3617.41,251.7
1762218420000,3617.41,3623.42,3617.41,3620.33,2200.08
1762218480000,3620.33,3620.33,3614.1,3614.71,209.46
1762218540000,3614.71,3618.96,3611.33,3618.28,1121.76
1762218600000,3618.28,3620.85,3617.0,3617.0,964.93
1762218660000,3617.0,3619.9,3616.91,3619.9,66.17
1762218720000,3619.9,3623.17,3619.8,3619.8,1148.57
1762218780000,3619.8,3619.81,3617.2,3618.8,130.18
